depArr,distance,distance_long,operation_mode,angle_sum,NDepDep,NDepArr,NArrDep,NArrArr,Pressure,VisibilityInMeters,isRain,isSnow,flightNumber,airline,aircraftModel,AvgSpdLast10,TaxiTime
0,1697.30448,0,1,449.58,3,0,0,0,30.27,10000,0,0,FR4007,RYR,B738,175.8711397,7.983333333
1,2550.711157,1345.315855,1,721.69,0,0,1,0,30.27,10000,0,0,FR3239,RYR,B738,331.4535914,6.716666667
0,1760.791167,1114.643764,1,395.14,5,0,0,0,30.27,10000,0,0,U21897,EZY,A320,171.4423128,11.65
1,1482.059273,1298.723105,1,244.62,0,0,0,0,30.27,10000,0,0,LH8175,GEC,B77L,364.0064467,4.416666667
1,1512.273456,0,1,391.49,0,0,0,0,30.27,10000,0,0,EW4340,EWG,A319,329.1671602,3.633333333
0,2481.326383,918.9984655,1,652.14,4,0,0,0,30.27,10000,0,0,MT354,TCX,A321,175.7669438,17.6
0,1633.177784,817.7459019,1,344.78,5,0,0,0,30.27,10000,0,0,U21901,EZY,A320,155.1755604,13.63333333
0,2124.600419,771.1784035,1,678.71,4,0,0,0,30.27,10000,0,0,ZB652,MON,A321,154.911529,7.416666667
0,1885.506954,1247.391005,1,444.33,3,0,0,0,30.27,10000,0,0,FR553,RYR,B738,194.0485054,12.25
0,1899.756794,1078.779413,1,378.06,1,0,0,0,30.27,10000,0,0,EW4341,EWG,A319,156.2057529,9.1
1,2042.809968,655.0851383,1,525.36,0,0,2,1,30.27,10000,0,0,EW1342,EWG,A320,345.3367581,7.683333333
0,1692.14046,771.1784035,1,456.42,2,0,0,0,30.27,10000,0,0,FR3805,RYR,B738,181.590798,7.9
0,2093.77622,1164.591164,1,567.27,2,0,0,0,30.27,10000,0,0,FR3952,RYR,B738,148.2475328,10.33333333
0,1904.134396,0,1,639.61,2,0,0,0,30.27,10000,0,0,U21983,EZY,A320,147.116557,11.06666667
1,1778.575065,1067.444269,1,494.89,0,0,1,0,30.27,10000,0,0,AF1668,AFR,A320,295.7941741,3.95
1,966.22388,546.6889962,1,433.61,0,0,0,0,30.27,10000,0,0,FR8307,RYR,B738,340.3651826,4.816666667
0,1770.415728,0,1,505.49,3,0,0,0,30.27,10000,0,0,BA1385,BAW,A319,168.1088034,8.516666667
0,1621.860731,763.480332,1,402.96,2,0,0,0,30.27,10000,0,0,U21947,EZY,A320,166.1225253,11.61666667
0,2773.923355,1078.779413,1,549.52,4,0,0,0,30.27,10000,0,0,QR22,QTR,B788,167.6358647,14.86666667
0,2011.575476,1275.28271,1,596.31,5,0,0,0,30.327002,10000,0,0,FR3238,RYR,B738,158.5978997,13.58333333
0,2090.542997,1078.779413,1,512.78,4,0,0,0,30.27,10000,0,0,EY16,ETD,B77W,188.799618,11.23333333
0,2814.852944,2101.448641,1,397.3,2,0,0,0,30.27,10000,0,0,LH8175,GEC,B77L,188.9118521,13.9
1,1910.349995,1254.754959,1,600.85,0,0,0,0,30.27,10000,0,0,AA734,AAL,A332,331.2206175,7.983333333
0,1726.466784,872.435581,1,402.39,3,0,0,0,30.27,10000,0,0,EI203,EIN,A320,197.4610998,15.05
0,2124.600419,771.1784035,1,678.71,3,0,0,0,30.27,10000,0,0,ZB512,MON,A321,180.2863421,7.383333333
0,2062.245022,1078.779413,1,439.7,5,0,0,0,30.27,10000,0,0,EW1343,EWG,A320,190.2037594,5.816666667
1,2337.872558,655.0851383,1,853.64,0,0,3,0,30.27,10000,0,0,LH940,DLH,A319,218.7208045,7.45
0,2894.74057,1670.519806,1,551.41,4,0,0,0,30.27,10000,0,0,BY2516,TOM,B738,204.7813802,12.3
0,2562.209104,1078.779413,1,650.96,1,0,0,0,30.27,10000,0,0,LS791,EXS,B738,214.354358,12.95
0,2006.042346,1164.591164,1,705.85,1,0,0,0,30.27,10000,0,0,AF1669,AFR,A320,213.3520963,9.366666667
0,398.2883048,0,1,114.35,2,0,0,0,30.27,10000,0,0,LS811,EXS,B738,216.1102412,0.85
0,2890.00262,505.101564,1,933.42,2,0,0,0,30.27,10000,0,0,UA80,UAL,B752,240.18476,15.36666667
0,1948.54095,1247.391005,1,460.04,1,0,0,0,30.27,10000,0,0,FR8308,RYR,B738,241.5481893,10.31666667
0,1436.617433,885.7466764,1,180.09,3,0,0,0,30.27,10000,0,0,EK22,UAE,A388,243.599825,21.13333333
0,1808.096295,1162.383182,1,394.52,4,0,0,0,30.27,10000,0,0,BA1387,BAW,A319,238.9261592,9.283333333
0,1811.835938,1439.87175,1,307.25,3,0,0,0,30.27,10000,0,0,LX391,SWR,BCS1,251.7001138,8.933333333
0,1525.520928,629.0229768,1,344.48,4,1,0,0,30.27,10000,0,0,EI3721,EIN,AT76,226.224038,19.36666667
0,2684.857542,771.1784035,1,728.11,3,0,0,0,30.27,10000,0,0,BY2536,TOM,B738,214.3156839,23.5
0,2380.381727,1479.988135,1,452.72,3,0,0,0,30.27,10000,0,0,LS809,EXS,B738,204.3237874,21.61666667
0,1938.627424,949.0490379,1,411.93,4,0,0,0,30.27,10000,0,0,KL1074,KLM,B739,168.4781288,15.16666667
0,2514.665434,771.1784035,1,692.87,4,0,0,0,30.27,10000,0,0,BY2508,TOM,B752,162.3729763,26.7
0,2947.856819,0,1,881.25,5,0,0,0,30.327002,10000,0,0,LH941,DLH,A319,156.9178328,13.93333333
1,1677.238963,1133.74252,1,530.73,0,0,3,1,30.27,10000,0,0,FR2603,RYR,B738,224.589087,4.75
0,2296.533875,771.1784035,1,711.81,5,0,0,0,30.327002,10000,0,0,MT2638,TCX,A332,152.9842404,21.4
0,884.0431004,623.3581564,1,499.97,2,0,0,0,30.33,10000,0,0,AA735,AAL,A332,208.3208368,10.06666667
0,2476.03334,771.1784035,1,741.34,4,0,0,0,30.327002,10000,0,0,BY506,TOM,B738,132.7240885,11.26666667
1,1610.58287,527.2184635,1,470.55,0,0,1,0,30.27,10000,0,0,FR3205,RYR,B738,311.3057465,3.15
1,1613.757247,1037.012023,1,465.08,0,0,4,0,30.27,10000,0,0,KL1081,KLM,B738,229.6273331,3.966666667
1,1889.939429,0,1,398.52,0,0,0,0,30.27,10000,0,0,TK1993,THY,B738,311.0235504,5.233333333
0,1770.415728,0,1,505.49,0,0,0,0,30.33,10000,0,0,BA1389,BAW,A320,149.9325159,10.06666667
0,398.2883048,0,1,114.35,1,0,0,0,30.33,10000,0,0,LS765,EXS,B738,159.6423827,1.116666667
1,1581.946868,608.8786666,1,596.09,0,0,0,0,30.27,10000,0,0,DL421,DAL,B752,345.9731319,7.866666667
0,2451.234715,1078.779413,1,512.02,1,0,0,0,30.33,10000,0,0,VS109,VIR,A333,183.8850664,14.08333333
0,1025.04476,756.3860818,1,528.89,2,0,0,0,30.33,10000,0,0,FR3204,RYR,B738,198.8248852,8.066666667
0,2922.011326,1417.437268,1,920.97,1,0,0,0,30.33,10000,0,0,SK540,SAS,A320,190.2784942,13.7
0,2509.7173,1417.437268,1,710.15,1,0,0,0,30.33,10000,0,0,MT2914,TCX,A332,202.1138291,14.81666667
1,551.2801623,0,1,277.28,0,0,4,0,30.27,10000,0,0,FR3502,RYR,B738,236.5277903,4.166666667
0,1920.554686,1417.437268,1,494.44,2,0,0,0,30.33,10000,0,0,LS879,EXS,B752,195.9458548,12.63333333
0,1517.932662,1074.081608,1,717.34,3,1,0,0,30.33,10000,0,0,LS831,EXS,B738,219.5467691,16.11666667
0,1157.06782,822.8717969,1,535.93,2,0,0,0,30.33,10000,0,0,KL1082,KLM,B738,200.2209028,11.46666667
0,2595.267021,1074.081608,1,1038.86,3,0,0,0,30.33,10000,0,0,LH2501,DLH,A320,199.4884948,15.48333333
0,2081.118511,1417.437268,1,494.85,2,1,0,0,30.33,10000,0,0,DY1327,NAX,B738,202.7203734,14.68333333
0,807.1019132,569.576173,1,184.96,2,0,0,0,30.33,10000,0,0,D85311,NAX,B738,194.9216265,5.966666667
0,1394.990263,1074.081608,1,565.25,3,0,0,0,30.33,10000,0,0,FR3208,RYR,B738,195.7413078,12.81666667
0,2158.819146,1982.398709,1,575.7,0,0,0,0,30.3,10000,0,0,U21949,EZY,A319,238.7145477,15.46666667
0,2259.559016,1417.437268,1,648.99,1,0,0,0,30.3,10000,0,0,TK1994,THY,B738,237.4701503,12.5
0,3103.414951,1417.437268,1,927.95,2,0,0,0,30.3,10000,0,0,VS75,VIR,B744,247.7911818,13.28333333
1,2146.579386,655.0851383,1,431.44,0,0,0,0,30.27,10000,0,0,QR27,QTR,B788,354.2817364,5.366666667
0,1722.790639,977.4076594,1,371.18,0,0,0,0,30.3,10000,0,0,EI205,EIN,A320,261.0636983,7.633333333
0,1003.887877,623.3581564,1,499.23,0,0,0,0,30.3,10000,0,0,FR555,RYR,B738,237.9697246,9.883333333
0,2436.327991,1417.437268,1,709.7,3,0,0,0,30.3,10000,0,0,BY116,TOM,B788,216.1095298,11.25
0,1080.097017,822.8717969,1,551.73,1,0,0,0,30.3,10000,0,0,FR3248,RYR,B738,233.9537678,14.98333333
0,2423.294373,1417.437268,1,770.21,4,0,0,0,30.3,10000,0,0,ZB564,MON,A321,226.8815893,13.91666667
0,918.8539123,623.3581564,1,509.92,2,0,0,0,30.3,10000,0,0,FR5209,RYR,B738,224.4007427,17.55
1,1121.026514,0,1,713.66,0,0,1,0,30.327002,10000,0,0,VY8734,VLG,A320,134.4189702,3.9
0,1478.568965,1074.081608,1,543.76,4,0,0,0,30.3,10000,0,0,BA1395,BAW,A320,186.4850728,16.96666667
0,2858.043478,1417.437268,1,921,1,1,0,0,30.3,10000,0,0,FI441,ICE,B752,192.0577534,13.9
0,2865.459749,1417.437268,1,842.76,1,1,0,0,30.3,10000,0,0,DL221,DAL,B752,211.5828344,11.8
0,1920.554686,1417.437268,1,494.44,1,0,0,0,30.27,10000,0,0,U21903,EZY,A320,242.389587,8.15
0,2826.892614,1417.437268,1,921.07,0,0,0,0,30.27,10000,0,0,OS464,AUA,E190,225.7090101,11.83333333
0,1639.557562,1074.081608,1,716.68,3,0,0,0,30.27,10000,0,0,U21887,EZY,A320,255.0314065,11.28333333
0,2259.559016,1417.437268,1,648.07,2,0,0,0,30.27,10000,0,0,LH943,DLH,A320,260.7190404,14.15
0,1920.554686,1417.437268,1,494.46,3,0,0,0,30.27,10000,0,0,U21877,EZY,A319,252.1493036,14.06666667
0,918.8539123,623.3581564,1,509.92,3,0,0,0,30.27,10000,0,0,FR3214,RYR,B738,257.0879841,12.6
0,1094.406483,822.8717969,1,576.73,4,0,0,0,30.27,10000,0,0,VY8735,VLG,A320,226.7709455,12.31666667
1,1423.172334,836.489342,1,377.44,0,0,3,0,30.33,10000,0,0,DY4479,NAX,B738,192.7246993,3.116666667
0,1796.419655,1417.437268,1,450.1,3,0,0,0,30.27,10000,0,0,EK18,UAE,A388,197.5261968,15.13333333
0,2765.966881,1417.437268,1,890.41,1,0,0,0,30.27,10000,0,0,VS77,VIR,B744,188.8353474,9.083333333
0,1398.838852,1074.081608,1,519.5,2,0,0,0,30.27,10000,0,0,FR3234,RYR,B738,174.3902078,6.966666667
0,1078.031351,822.8717969,1,559.49,2,0,0,0,30.27,10000,0,0,KL1084,KLM,B738,170.1856772,8.016666667
1,1715.012502,837.6584336,1,511.44,0,0,2,0,30.33,10000,0,0,FR3953,RYR,B738,189.6870226,2.966666667
0,2826.892614,1417.437268,1,921.07,0,0,0,0,30.27,10000,0,0,4U343,GWI,A319,167.4669368,13.6
1,1296.110544,633.9280978,1,299.81,0,0,2,0,30.3,10000,0,0,U21806,EZY,A320,210.362216,2.766666667
0,2920.133995,1417.437268,1,812.34,1,0,0,0,30.27,10000,0,0,SK4608,SAS,B737,172.284297,20.61666667
0,1109.472013,1009.605782,1,308.79,1,0,0,0,30.27,10000,0,0,EI3325,EIN,AT76,171.9174544,4.733333333
0,1003.887877,623.3581564,1,499.23,2,0,0,0,30.27,10000,0,0,FR4332,RYR,B738,181.7037716,19.01666667
0,884.0431004,623.3581564,1,499.97,1,0,0,0,30.27,10000,0,0,FR3218,RYR,B738,179.69027,6.966666667
0,1113.68319,822.8717969,1,535.29,3,0,0,0,30.27,10000,0,0,AF1069,AFR,A318,206.3798649,7.016666667
0,2467.688011,977.4076594,1,657.7,2,0,0,0,30.27,10000,0,0,BY388,TOM,B738,183.4943102,7.1
1,1400.716597,633.9280978,1,300.38,0,0,3,0,30.33,10000,0,0,U21840,EZY,A319,196.33899,3.1
0,2808.409973,1417.437268,1,819.49,0,0,0,0,30.27,10000,0,0,CD1592,CND,B738,191.8008228,7.366666667
0,2025.160739,1417.437268,1,495.01,1,0,0,0,30.27,10000,0,0,U21975,EZY,A320,209.8450086,7.6
0,1612.045476,1169.957521,1,481.62,1,0,0,0,30.27,10000,0,0,U2133,EZY,A319,223.0444839,7.966666667
0,3345.464496,1971.969238,1,891.87,1,1,0,0,30.27,10000,0,0,ZB584,MON,A321,230.1303634,13.46666667
0,2025.160739,1417.437268,1,495.01,1,1,0,0,30.27,10000,0,0,U21845,EZY,A320,240.8089733,9.85
0,2423.294373,1417.437268,1,770.21,1,0,0,0,30.27,10000,0,0,ZB574,MON,A320,285.5740276,12
0,3057.015251,1417.437268,1,819.21,0,0,0,0,30.27,10000,0,0,QR28,QTR,B788,276.8109029,14.25
0,1478.568965,1074.081608,1,543.76,2,0,0,0,30.27,10000,0,0,BA1399,BAW,A319,271.0119782,12.98333333
0,997.1505159,756.3860818,1,543.74,3,0,0,0,30.24,10000,0,0,FR561,RYR,B738,266.5282165,10.63333333
1,1629.746298,608.8786666,1,346.27,0,0,6,0,30.3,10000,0,0,ZB3763,MON,A320,181.2417422,4.333333333
0,1522.003383,1169.957521,1,481.79,0,0,0,0,30.24,10000,0,0,U21971,EZY,A320,257.7345882,10.58333333
0,2658.705015,1078.779413,1,657.75,0,0,0,0,30.24,10000,0,0,ZB676,MON,A321,261.7009544,12.38333333
0,758.8134573,0,1,450.93,0,0,0,0,30.24,10000,0,0,EW1345,EWG,A320,239.01052,1.2
1,1912.871172,514.6640059,1,589.12,0,0,3,0,30.3,10000,0,0,LS810,EXS,B738,200.7748001,5.016666667
0,1899.756794,1078.779413,1,378.98,0,0,0,0,30.24,10000,0,0,TK1996,THY,B738,280.7922362,8.9
1,1738.657986,849.6170191,1,474.13,0,0,1,0,30.27,10000,0,0,FR3504,RYR,B738,211.9911597,4.466666667
1,1795.846043,0,1,379.33,0,0,1,0,30.3,10000,0,0,ZB563,MON,A321,189.255993,4
1,1646.798129,836.489342,1,505.77,0,0,1,0,30.24,10000,0,0,KL1093,KLM,B739,237.7825952,6.7
1,2009.300993,0,1,602.99,0,0,2,0,30.27,10000,0,0,LH2502,DLH,A320,237.9294312,4.55
0,1778.570834,681.1892299,1,292.2,0,0,0,0,30.27,10000,0,0,U21891,EZY,A319,316.0228609,8.716666667
0,2432.170637,1078.779413,1,620.56,0,0,0,0,30.27,10000,0,0,SK542,SAS,A320,285.0643077,7.133333333
0,2494.943062,1078.779413,1,657.24,1,0,0,0,30.27,10000,0,0,ZB1324,MON,A320,327.0495242,10.15
1,1985.968489,0,1,478.43,0,0,0,1,30.24,10000,0,0,LH946,DLH,A320,235.71482,4.7
0,1984.149887,866.2491974,1,481.13,0,0,0,0,30.27,10000,0,0,FR7544,RYR,B738,327.0511675,12.75
0,1808.648147,949.0490379,1,346.3,1,0,0,0,30.27,10000,0,0,FR3503,RYR,B738,300.3584787,8.966666667
0,1949.339075,866.2491974,1,471.18,2,0,0,0,30.27,10000,0,0,FR3187,RYR,B738,306.1481415,7.383333333
1,502.117918,0,1,312.9,0,0,0,1,30.24,10000,0,0,U21878,EZY,A319,255.833703,1.9
0,1605.752195,1071.081342,1,224.32,1,0,0,0,30.27,10000,0,0,EI211,EIN,A320,292.7328989,7.333333333
0,2725.724098,1078.779413,1,658.42,1,1,0,0,30.27,10000,0,0,ZB1376,MON,A321,272.024277,12.03333333
0,1656.945934,516.1126283,1,292.86,2,0,0,0,30.27,10000,0,0,U21801,EZY,A320,273.3301418,10.56666667
0,2512.342983,771.1784035,1,690.53,2,0,0,0,30.27,10000,0,0,LH2503,DLH,A320,243.5436479,14.58333333
0,1611.570092,0,1,419.38,3,0,0,0,30.27,10000,0,0,FR4052,RYR,B738,240.3668883,4.616666667
0,1899.756794,1078.779413,1,378.06,4,0,0,0,30.27,10000,0,0,LH947,DLH,A320,250.6938239,13.05
0,2625.626606,1078.779413,1,658.23,0,1,0,0,30.27,10000,0,0,PK710,PIA,B772,252.3891324,13.95
0,1586.392681,516.1126283,1,313.38,1,0,0,0,30.27,10000,0,0,SN2178,BEL,A319,260.4802212,7.933333333
0,1560.752463,1010.518946,1,224.43,1,0,0,0,30.27,10000,0,0,U21953,EZY,A320,268.4116615,8.45
1,2065.628708,0,1,634.08,0,0,1,0,30.24,10000,0,0,SK2549,SAS,A320,233.1905437,4.35
0,1922.022853,1247.391005,1,449.35,1,0,0,0,30.27,10000,0,0,FR557,RYR,B738,246.3809176,11.16666667
0,724.7008202,0,1,298.42,2,0,0,0,30.27,10000,0,0,U21811,EZY,A319,241.6964417,2.35
0,1839.679102,1212.078373,1,394.03,1,1,0,0,30.27,10000,0,0,U21985,EZY,A320,229.0559373,11.31666667
0,398.2883048,0,1,114.35,1,0,0,0,30.27,10000,0,0,FR3246,RYR,B738,229.6314301,1.15
0,2528.19866,771.1784035,1,829.57,2,0,0,0,30.27,10000,0,0,SK2550,SAS,A320,235.298185,10.21666667
0,1715.796222,583.7546206,1,403.02,1,0,0,0,30.27,10000,0,0,U21835,EZY,A320,256.6533052,9.783333333
1,2252.309289,1345.315855,1,565.15,0,0,2,0,30.27,10000,0,0,AF1168,AFR,A319,293.1594927,5.35
0,1831.523996,530.8891433,1,607.32,3,0,0,0,30.27,10000,0,0,BA1405,BAW,A319,241.5735687,9
0,1605.752195,1125.346912,1,224.56,0,0,0,0,30.27,10000,0,0,LX381,SWR,BCS1,297.7150283,8.866666667
0,1665.358517,1125.346912,1,225,1,0,0,0,30.27,10000,0,0,U2137,EZY,A320,284.9866826,7.783333333
0,2090.542997,1078.779413,1,512.78,2,0,0,0,30.27,10000,0,0,EY22,ETD,A332,285.1113031,13.68333333
1,2515.861155,1763.581472,1,660.23,0,0,1,0,30.24,10000,0,0,FR2142,RYR,B738,281.9436984,5.533333333
1,1190.334883,514.6640059,1,247.52,0,0,2,0,30.27,10000,0,0,BY105,TOM,B788,279.0979502,2.866666667
0,1944.934078,866.2491974,1,604.02,0,0,0,0,30.3,10000,0,0,AF1169,AFR,A319,300.0942741,8.233333333
0,2025.160739,1417.437268,1,495.01,0,0,0,0,30.3,10000,0,0,EI213,EIN,A320,306.1790041,7.1
1,1898.886931,523.5585887,1,459.8,0,0,1,0,30.27,10000,0,0,DE4790,CFG,A321,247.037701,4.716666667
1,1204.498091,0,1,430.01,0,0,1,0,30.27,10000,0,0,EI3728,EIN,AT76,241.9272889,1.65
0,1857.897562,1417.437268,1,494.27,0,0,0,0,30.3,10000,0,0,D85015,NAX,B738,402.6251505,6.016666667
0,1025.04476,756.3860818,1,528.89,0,0,0,0,30.3,10000,0,0,FR4776,RYR,B738,393.6856842,9.966666667
0,2812.914269,1417.437268,1,890.66,2,0,0,0,30.3,10000,0,0,EW4349,EWG,A319,373.465425,14.41666667
1,2130.26508,633.9280978,1,608.93,0,0,2,1,30.27,10000,0,0,SK4605,SAS,B736,289.3178429,6.983333333
1,1324.858242,703.7250306,1,255.35,0,0,0,0,30.3,10000,0,0,U21928,EZY,A319,279.5637452,3.366666667
0,1796.419655,1417.437268,1,450.1,1,1,0,0,30.3,10000,0,0,EK20,UAE,A388,366.0776196,19.08333333
0,1111.755568,756.3860818,1,569.8,0,0,0,0,30.3,10000,0,0,VY1397,VLG,A320,371.9781746,6.166666667
0,2756.586554,1417.437268,1,859.57,0,0,0,0,30.27,10000,0,0,SK4606,SAS,B736,299.5436422,12.08333333
1,1209.332757,527.2184635,1,317.32,0,0,0,0,30.3,10000,0,0,SN2183,BEL,A320,335.7150926,2.266666667
0,2951.138978,2401.759815,1,603.71,0,2,0,0,30.27,10000,0,0,DE4791,CFG,A320,361.0289238,15.3
1,2148.456717,0,1,540.07,0,0,1,0,30.27,10000,0,0,PK701,PIA,B772,159.7438204,6.866666667
1,1818.385022,1169.749144,1,480.74,0,0,3,0,30.27,10000,0,0,ZB575,MON,A320,284.1329584,4.566666667
1,1977.064459,1169.749144,1,510.92,0,0,2,0,30.27,10000,0,0,ZB565,MON,A321,249.6893874,5.083333333
0,1049.416955,756.3860818,1,544.96,0,0,0,0,30.27,10000,0,0,FR559,RYR,B738,338.3413022,10.36666667
1,1839.952891,970.6294578,1,499.38,0,0,1,0,30.3,10000,0,0,FR3247,RYR,B738,353.6247441,4.383333333
1,1912.871172,514.6640059,1,589.12,0,0,1,0,30.3,10000,0,0,ZB677,MON,A321,309.9565677,5.083333333
1,1071.608226,687.1934466,1,360.16,0,0,0,0,30.3,10000,0,0,U21802,EZY,A320,367.6715392,2.133333333
1,1645.748725,0,1,664.42,0,0,1,1,30.3,10000,0,0,LH948,DLH,A319,319.97523,4.583333333
1,1623.386177,586.2251657,1,641.21,0,0,0,0,30.3,10000,0,0,ZB535,MON,A321,303.3571157,3.216666667
1,1675.17627,752.8865225,1,408.48,0,0,0,1,30.27,10000,0,0,FR3223,RYR,B738,321.7623531,2.85
1,1858.389067,0,1,577.08,0,0,1,0,30.3,10000,0,0,LH2504,DLH,A320,326.370726,4.216666667
1,1703.059659,0,1,494.87,0,0,1,0,30.3,10000,0,0,ZB1377,MON,A321,361.4832525,4.033333333
1,1874.763703,970.6294578,1,505.09,0,0,1,1,30.3,10000,0,0,FR3186,RYR,B738,327.2365537,3.816666667
1,1543.360142,752.8865225,1,363.61,0,0,1,0,30.3,10000,0,0,FR4331,RYR,B738,302.5295591,3.266666667
1,1933.812581,514.6640059,1,589.21,0,0,1,0,30.27,10000,0,0,BY139,TOM,B788,291.4775884,4.766666667
1,2149.703845,0,1,600.57,0,0,0,0,30.27,10000,0,0,QR21,QTR,B788,330.4358267,6.416666667
0,1025.04476,756.3860818,1,528.89,0,0,0,0,30.21,10000,0,0,KL1072,KLM,B739,332.2154608,7.816666667
0,2465.213061,1078.779413,1,542.23,1,0,0,0,30.21,10000,0,0,MT1740,TCX,A321,174.6420738,14.11666667
0,3343.539507,2041.886698,1,821.01,0,0,0,0,30.21,10000,0,0,BY2620,TOM,B738,298.0833212,14.88333333
0,2593.350499,1417.437268,1,694.68,1,0,0,0,30.21,10000,0,0,MT1238,TCX,A321,297.7351822,15.3
0,3310.193884,2065.675681,1,821.8,2,0,0,0,30.21,10000,0,0,ZB522,MON,A320,274.1156907,12.28333333
0,2396.784331,1078.779413,1,589.56,2,0,0,0,30.21,10000,0,0,LH949,DLH,A319,265.167558,10.28333333
0,1940.559211,1164.591164,1,689.33,1,0,0,0,30.21,10000,0,0,FR2666,RYR,B738,275.429206,8.35
0,1914.858272,1358.08255,1,463.98,0,1,0,0,30.21,10000,0,0,FR3204,RYR,B738,271.7762403,13.9
0,1808.648147,949.0490379,1,347.5,3,0,0,0,30.21,10000,0,0,FR3501,RYR,B738,264.6150402,8.783333333
0,1520.628979,1045.117597,1,269.08,4,0,0,0,30.21,10000,0,0,U21961,EZY,A320,258.182247,10.83333333
0,1498.095339,1010.518946,1,224.59,3,0,0,0,30.21,10000,0,0,U21917,EZY,A320,223.2077765,13.75
0,2412.13322,1078.779413,1,620.15,3,0,0,0,30.21,10000,0,0,BY2628,TOM,B738,220.9894363,8.283333333
0,2090.91774,771.1784035,1,620.42,4,0,0,0,30.21,10000,0,0,BY2616,TOM,B738,191.7483279,11.45
0,1865.387974,530.8891433,1,678.99,2,0,0,0,30.21,10000,0,0,FR4776,RYR,B738,227.6447657,14.08333333
0,1621.860731,763.480332,1,402.96,3,0,0,0,30.21,10000,0,0,U21989,EZY,A320,223.9401209,8.733333333
0,2970.768003,1745.051314,1,631.54,3,0,0,0,30.21,10000,0,0,BY2688,TOM,B738,215.5623841,11.9
0,1826.442513,973.5828636,1,425.91,4,0,0,0,30.21,10000,0,0,U2131,EZY,A319,196.2336594,15.31666667
0,2522.368651,771.1784035,1,777.46,5,1,0,0,30.21,10000,0,0,ZB652,MON,A321,188.6850271,16.6
0,2494.515981,771.1784035,1,842.92,6,1,0,0,30.21,10000,0,0,BY2660,TOM,B752,183.2881994,18.21666667
0,2504.333378,771.1784035,1,741.83,6,0,0,0,30.21,10000,0,0,ZB580,MON,A320,182.9452161,17.08333333
0,1748.741878,872.435581,1,345.06,4,0,0,0,30.21,10000,0,0,U21925,EZY,A319,186.7094897,14.33333333
1,1542.945557,514.6640059,1,408.26,0,0,0,0,30.27,10000,0,0,VS76,VIR,B744,321.7130852,6.466666667
0,1880.666997,1250.572056,1,354.42,4,0,0,0,30.21,10000,0,0,U21897,EZY,A319,169.7896939,9.483333333
1,2341.367673,1582.733973,1,776.95,0,0,1,0,30.21,10000,0,0,FR552,RYR,B738,242.2862372,4.8
0,1927.182383,771.1784035,1,498.28,4,0,0,0,30.21,10000,0,0,U21923,EZY,A320,176.3756219,12.95
0,1726.466784,817.7459019,1,403.51,5,0,0,0,30.21,10000,0,0,U21931,EZY,A320,172.6864148,7.133333333
0,2010.447343,1164.591164,1,577.25,0,0,0,0,30.21,10000,0,0,FR3218,RYR,B738,171.9247832,9.583333333
0,2689.862311,1078.779413,1,657.28,1,0,0,0,30.21,10000,0,0,QR22,QTR,B788,180.1806693,19.41666667
0,2045.258155,1164.591164,1,573.55,2,0,0,0,30.21,10000,0,0,FR3238,RYR,B738,166.9595176,10.13333333
0,2520.316735,771.1784035,1,621.2,2,0,0,0,30.21,10000,0,0,U21805,EZY,A320,171.9479944,11.3
0,1848.770881,949.0490379,1,358.57,4,0,0,0,30.21,10000,0,0,FR553,RYR,B738,185.7436363,10.8
0,2675.77536,1078.779413,1,658.81,3,0,0,0,30.21,10000,0,0,ZB1360,MON,A321,180.5580905,13.48333333
0,1778.570834,681.1892299,1,292.2,5,1,0,0,30.21,10000,0,0,U21949,EZY,A320,198.8255753,11.4
1,2148.456717,0,1,540.07,0,0,0,0,30.27,10000,0,0,VS78,VIR,B744,336.1595152,7.95
0,1989.667214,1164.591164,1,688.61,0,1,0,0,30.21,10000,0,0,AF1669,AFR,A320,261.0422477,8.966666667
0,1699.682899,583.7546206,1,293.31,2,0,0,0,30.21,10000,0,0,EI203,EIN,A320,199.5453566,8.333333333
1,2148.456717,0,1,540.07,0,0,1,0,30.27,10000,0,0,SQ52,SIA,A359,230.4355354,10.1
0,2063.492151,1078.779413,1,500.2,0,0,0,0,30.21,10000,0,0,LS935,EXS,B738,214.2964454,5.366666667
1,2515.900345,1345.315855,1,715.98,0,0,0,0,30.24,10000,0,0,AA734,AAL,A332,319.11166,5.133333333
0,1436.617433,885.7466764,1,180.09,1,1,0,0,30.21,10000,0,0,EK22,UAE,A388,263.0483763,12.08333333
0,2062.245022,1078.779413,1,439.7,2,0,0,0,30.18,10000,0,0,EY16,ETD,B77W,249.0888202,10.65
0,2572.674252,771.1784035,1,829.49,2,0,0,0,30.18,10000,0,0,LX391,SWR,A320,252.6339361,15.78333333
0,2422.332589,771.1784035,1,601.15,3,0,0,0,30.18,10000,0,0,LS835,EXS,B738,235.8679022,19.11666667
0,1839.679102,1212.078373,1,394.03,2,0,0,0,30.18,10000,0,0,U22922,EZY,A320,251.3343744,14.68333333
0,2235.425608,1078.779413,1,533.3,2,0,0,0,30.18,10000,0,0,MT3732,TCX,A332,207.0145236,12
0,782.5854319,558.4022863,1,188.81,4,0,0,0,30.18,10000,0,0,EI3721,EIN,AT76,232.9377162,1.533333333
0,2572.674252,771.1784035,1,829.67,5,0,0,0,30.18,10000,0,0,LS891,EXS,B752,263.5797018,17.46666667
